"CONFIGURED_PUBLIC_NOTICE_ID","IS_ACTIVE","COURT_ROOM_ID","PUBLIC_NOTICE_ID","LAST_UPDATE_DATE","CREATION_DATE","CREATED_BY","LAST_UPDATED_BY","VERSION"
9996,"0",989,545,25-APR-12 14:07:25,25-APR-12 14:07:25,"XHIBIT","XHIBIT",1
9997,"0",989,546,25-APR-12 14:07:25,25-APR-12 14:07:25,"XHIBIT","XHIBIT",1
9998,"0",989,547,25-APR-12 14:07:25,25-APR-12 14:07:25,"XHIBIT","XHIBIT",1
9999,"0",989,548,25-APR-12 14:07:25,25-APR-12 14:07:25,"XHIBIT","XHIBIT",1
10000,"0",989,549,25-APR-12 14:07:25,25-APR-12 14:07:25,"XHIBIT","XHIBIT",1
10001,"0",989,550,25-APR-12 14:07:25,25-APR-12 14:07:25,"XHIBIT","XHIBIT",1
10002,"0",990,541,25-APR-12 14:07:25,25-APR-12 14:07:25,"XHIBIT","XHIBIT",1
10003,"0",990,542,25-APR-12 14:07:25,25-APR-12 14:07:25,"XHIBIT","XHIBIT",1
10004,"0",990,543,25-APR-12 14:07:25,25-APR-12 14:07:25,"XHIBIT","XHIBIT",1
10005,"0",990,544,25-APR-12 14:07:25,25-APR-12 14:07:25,"XHIBIT","XHIBIT",1
10006,"0",990,545,25-APR-12 14:07:25,25-APR-12 14:07:25,"XHIBIT","XHIBIT",1
10007,"0",990,546,25-APR-12 14:07:25,25-APR-12 14:07:25,"XHIBIT","XHIBIT",1
10008,"0",990,547,25-APR-12 14:07:25,25-APR-12 14:07:25,"XHIBIT","XHIBIT",1
10009,"0",990,548,25-APR-12 14:07:25,25-APR-12 14:07:25,"XHIBIT","XHIBIT",1
9341,"0",8112,801,13-MAY-14 11:21:37,12-MAY-09 15:56:43,"XHIBIT","<anonymous>",3
9342,"0",8112,802,13-MAY-14 11:23:28,12-MAY-09 15:56:43,"XHIBIT","<anonymous>",3
9343,"0",8112,803,13-MAY-14 11:23:28,12-MAY-09 15:56:43,"XHIBIT","<anonymous>",3
9344,"0",8112,804,13-MAY-14 11:24:45,12-MAY-09 15:56:43,"XHIBIT","<anonymous>",7
9345,"0",8112,805,13-MAY-14 11:24:45,12-MAY-09 15:56:43,"XHIBIT","<anonymous>",5
9346,"0",8112,806,13-MAY-14 11:24:45,12-MAY-09 15:56:43,"XHIBIT","<anonymous>",7
9347,"0",8112,807,13-MAY-14 11:24:45,12-MAY-09 15:56:43,"XHIBIT","<anonymous>",3
9348,"0",8112,808,13-MAY-14 11:24:45,12-MAY-09 15:56:43,"XHIBIT","<anonymous>",3
9349,"1",8112,809,13-MAY-14 11:24:45,12-MAY-09 15:56:43,"XHIBIT","<anonymous>",2
9350,"0",8112,810,13-MAY-14 11:23:28,12-MAY-09 15:56:43,"XHIBIT","<anonymous>",3
9351,"1",8113,801,30-MAR-11 14:23:53,12-MAY-09 15:56:43,"XHIBIT","devuser4",2
9352,"0",8113,802,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9353,"0",8113,803,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9354,"0",8113,804,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9355,"0",8113,805,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9356,"0",8113,806,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9357,"0",8113,807,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9358,"0",8113,808,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9359,"0",8113,809,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9360,"0",8113,810,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9361,"0",8114,801,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9362,"0",8114,802,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9363,"0",8114,803,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9364,"0",8114,804,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9365,"0",8114,805,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9366,"0",8114,806,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9367,"0",8114,807,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9368,"0",8114,808,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9369,"0",8114,809,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9370,"0",8114,810,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9371,"0",8115,801,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9372,"0",8115,802,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9373,"0",8115,803,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9374,"0",8115,804,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9375,"0",8115,805,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9376,"0",8115,806,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9377,"0",8115,807,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9378,"0",8115,808,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9379,"0",8115,809,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9380,"0",8115,810,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9381,"0",8116,801,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9382,"0",8116,802,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9383,"0",8116,803,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9384,"0",8116,804,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9385,"0",8116,805,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9386,"0",8116,806,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9387,"0",8116,807,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9388,"0",8116,808,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9389,"0",8116,809,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9390,"0",8116,810,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9391,"0",8117,801,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9392,"0",8117,802,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9393,"0",8117,803,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9394,"0",8117,804,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9395,"0",8117,805,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9396,"0",8117,806,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9397,"0",8117,807,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9398,"0",8117,808,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9399,"0",8117,809,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9400,"0",8117,810,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9401,"0",8118,801,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9402,"0",8118,802,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9403,"0",8118,803,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9404,"0",8118,804,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9405,"0",8118,805,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9406,"0",8118,806,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9407,"0",8118,807,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9408,"0",8118,808,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9409,"0",8118,809,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9410,"0",8118,810,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9411,"0",8119,801,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9412,"0",8119,802,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9413,"0",8119,803,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9414,"0",8119,804,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9415,"0",8119,805,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9416,"0",8119,806,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9417,"0",8119,807,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9418,"0",8119,808,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9419,"0",8119,809,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9420,"0",8119,810,12-MAY-09 15:56:43,12-MAY-09 15:56:43,"XHIBIT","XHIBIT",1
9421,"0",8120,801,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9422,"0",8120,802,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9423,"0",8120,803,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9424,"0",8120,804,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9425,"0",8120,805,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9426,"0",8120,806,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9427,"0",8120,807,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9428,"0",8120,808,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9429,"0",8120,809,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9430,"0",8120,810,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9431,"0",8121,801,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9432,"0",8121,802,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9433,"0",8121,803,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9434,"0",8121,804,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9435,"0",8121,805,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9436,"0",8121,806,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9437,"0",8121,807,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9438,"0",8121,808,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9439,"0",8121,809,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9440,"0",8121,810,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9441,"0",8122,801,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9442,"0",8122,802,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9443,"0",8122,803,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9444,"0",8122,804,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9445,"0",8122,805,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9446,"0",8122,806,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9447,"0",8122,807,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9448,"0",8122,808,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9449,"0",8122,809,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9450,"0",8122,810,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9451,"0",8123,801,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9452,"0",8123,802,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9453,"0",8123,803,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9454,"0",8123,804,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9455,"0",8123,805,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9456,"0",8123,806,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9457,"0",8123,807,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9458,"0",8123,808,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9459,"0",8123,809,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9460,"0",8123,810,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9461,"0",8124,801,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9462,"0",8124,802,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9463,"0",8124,803,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9464,"0",8124,804,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9465,"0",8124,805,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9466,"0",8124,806,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9467,"0",8124,807,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9468,"0",8124,808,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9469,"0",8124,809,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9470,"0",8124,810,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9471,"0",8125,801,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9472,"0",8125,802,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9473,"0",8125,803,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9474,"0",8125,804,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9475,"0",8125,805,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9476,"0",8125,806,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9477,"0",8125,807,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9478,"0",8125,808,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9896,"0",979,545,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9897,"0",979,546,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9898,"0",979,547,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9899,"0",979,548,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9900,"0",979,549,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9901,"0",979,550,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9902,"0",980,541,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9903,"0",980,542,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9904,"0",980,543,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9905,"0",980,544,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9906,"0",980,545,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9907,"0",980,546,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9908,"0",980,547,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9909,"0",980,548,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9910,"0",980,549,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9911,"0",980,550,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9912,"0",981,541,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9913,"0",981,542,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9914,"0",981,543,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9915,"0",981,544,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9916,"0",981,545,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9917,"0",981,546,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9918,"0",981,547,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9919,"0",981,548,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9920,"0",981,549,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
